Product,Delivery amount (m2),Eta,Sheet ID
Product 2156,324.0,2024-12-18,W45
Product 2161,81.0,2024-12-18,W45
Product 2161,81.0,2024-12-18,W45
Product 2161,324.0,2024-12-18,W45
Product 1278,0.3,2024-12-14,W45
Product 1551,443.04,2024-12-01,W45
Product 1551,73.84,2024-11-30,W45
Product 1551,221.52,2024-12-02,W45
Product 1551,110.76,2024-12-01,W45
Product 1551,516.88,2024-11-30,W45
Product 1551,627.64,2024-11-30,W45
Product 1551,73.84,2024-11-30,W45
Product 1551,295.36,2024-11-30,W45
Product 1551,36.92,2024-11-30,W45
Product 1551,36.92,2024-12-04,W45
Product 1551,36.92,2024-11-30,W45
Product 1551,36.92,2024-12-04,W45
Product 1759,45.12,2024-11-11,W45
Product 1759,26.88,2024-11-13,W45
Product 1318,604.8,2024-11-20,W45
Product 1318,86.4,2024-11-17,W45
Product 1318,259.2,2024-11-20,W45
Product 534,43.2,2024-12-07,W45
Product 534,129.6,2024-12-11,W45
Product 534,86.4,2024-12-07,W45
Product 534,43.2,2024-12-07,W45
Product 534,216.0,2024-12-05,W45
Product 534,86.4,2024-12-06,W45
Product 2119,604.8,2024-12-18,W45
Product 116,864.0,2024-12-22,W45
Product 116,192.0,2024-12-22,W45
Product 116,96.0,2024-12-22,W45
Product 116,96.0,2024-12-22,W45
Product 1612,43.2,2024-12-09,W45
Product 1612,43.2,2024-12-09,W45
Product 1612,43.2,2024-12-11,W45
Product 1612,907.2,2024-12-05,W45
Product 1284,43.2,2024-11-13,W45
Product 1707,648.0,2024-12-18,W45
Product 1623,43.2,2024-11-21,W45
Product 1623,43.2,2024-11-21,W45
Product 1623,172.8,2024-11-21,W45
Product 1623,388.8,2024-11-18,W45
Product 1623,388.8,2024-11-21,W45
Product 1623,43.2,2024-11-20,W45
Product 1708,43.2,2024-12-15,W45
Product 1708,43.2,2024-12-13,W45
Product 1708,129.6,2024-12-14,W45
Product 1197,86.4,2024-11-16,W45
Product 1197,129.6,2024-11-17,W45
Product 1344,388.8,2024-12-18,W45
Product 1344,259.2,2024-12-15,W45
Product 1344,129.6,2024-12-15,W45
Product 1344,172.8,2024-12-15,W45
Product 1344,43.2,2024-12-15,W45
Product 1344,129.6,2024-12-15,W45
Product 1344,129.6,2024-12-15,W45
Product 1344,259.2,2024-12-15,W45
Product 2215,78.0,2024-11-22,W45
Product 2215,78.0,2024-11-20,W45
Product 2215,78.0,2024-11-21,W45
Product 2215,78.0,2024-11-22,W45
Product 14,900.0,2024-12-04,W45
Product 1555,572.26,2024-11-17,W45
Product 1551,36.92,2024-11-30,W45
Product 1551,36.92,2024-12-04,W45
Product 1551,110.76,2024-12-01,W45
Product 1551,73.84,2024-11-30,W45
Product 1551,73.84,2024-11-30,W45
Product 1551,36.92,2024-12-04,W45
Product 1551,36.92,2024-11-30,W45
Product 1551,295.36,2024-11-30,W45
Product 1551,627.64,2024-11-30,W45
Product 1551,516.88,2024-11-30,W45
Product 1551,443.04,2024-12-01,W45
Product 1551,221.52,2024-12-02,W45
Product 1881,259.2,2024-12-15,W45
Product 1881,172.8,2024-12-18,W45
Product 1881,86.4,2024-12-15,W45
Product 1881,518.4,2024-12-15,W45
Product 1055,48.0,2024-11-13,W45
Product 1055,120.0,2024-11-11,W45
Product 1055,60.0,2024-11-13,W45
Product 1055,60.0,2024-11-11,W45
Product 1055,46.0,2024-11-13,W45
Product 1055,180.0,2024-11-11,W45
Product 1055,60.0,2024-11-13,W45
Product 1055,134.0,2024-11-13,W45
Product 1055,50.0,2024-11-13,W45
Product 1055,180.0,2024-11-13,W45
Product 1055,120.0,2024-11-17,W45
Product 1055,120.0,2024-11-17,W45
Product 1055,60.0,2024-11-16,W45
Product 1055,40.0,2024-11-17,W45
Product 1759,45.12,2024-11-11,W45
Product 1759,26.88,2024-11-13,W45
Product 870,60.0,2024-11-17,W45
Product 870,60.0,2024-11-17,W45
Product 868,60.0,2024-11-22,W45
Product 868,120.0,2024-11-22,W45
Product 868,180.0,2024-11-22,W45
Product 868,180.0,2024-11-23,W45
Product 2099,518.4,2024-11-24,W45
Product 2099,43.2,2024-11-28,W45
Product 2099,86.4,2024-11-22,W45
Product 2099,216.0,2024-11-27,W45
Product 2099,43.2,2024-11-22,W45
Product 2099,518.4,2024-11-23,W45
Product 14,300.0,2024-11-22,W45
Product 14,2200.0,2024-11-22,W45
Product 1328,43.2,2024-11-30,W45
Product 1328,43.2,2024-12-07,W45
Product 1328,43.2,2024-12-14,W45
Product 1328,86.4,2024-12-04,W45
Product 1328,129.6,2024-12-01,W45
Product 1328,388.8,2024-11-29,W45
Product 1328,259.2,2024-11-29,W45
Product 1328,129.6,2024-11-29,W45
Product 1328,43.2,2024-12-01,W45
Product 1328,518.4,2024-11-30,W45
Product 1196,129.6,2024-11-13,W45
Product 1196,43.2,2024-11-13,W45
Product 1196,86.4,2024-11-13,W45
Product 1196,43.2,2024-11-16,W45
Product 1196,43.2,2024-11-16,W45
Product 1196,129.6,2024-11-17,W45
Product 1196,388.8,2024-11-16,W45
Product 981,43.2,2024-11-21,W45
Product 981,86.4,2024-11-22,W45
Product 1229,518.4,2024-12-15,W45
Product 1229,86.4,2024-12-15,W45
Product 1229,86.4,2024-12-15,W45
Product 1229,259.2,2024-12-15,W45
Product 1229,86.4,2024-12-15,W45
Product 1229,129.6,2024-12-15,W45
Product 1384,43.2,2024-11-17,W45
Product 1384,86.4,2024-11-16,W45
Product 1384,86.4,2024-11-21,W45
Product 1349,43.2,2024-12-15,W45
Product 1349,129.6,2024-12-15,W45
Product 1349,475.2,2024-12-12,W45
Product 1349,129.6,2024-12-12,W45
Product 1349,43.2,2024-12-23,W45
Product 1349,43.2,2024-12-22,W45
Product 1349,129.6,2024-12-22,W45
Product 1318,86.4,2024-11-17,W45
Product 1318,604.8,2024-11-20,W45
Product 1318,259.2,2024-11-20,W45
Product 2106,129.6,2024-11-13,W45
Product 2106,172.8,2024-11-13,W45
Product 2106,129.6,2024-11-13,W45
Product 2106,129.6,2024-11-23,W45
Product 2106,259.2,2024-11-24,W45
Product 2106,43.2,2024-11-17,W45
Product 2106,129.6,2024-11-16,W45
Product 2106,129.6,2024-11-16,W45
Product 2106,129.6,2024-11-17,W45
Product 2106,129.6,2024-11-16,W45
Product 1315,259.2,2024-12-04,W45
Product 1315,388.8,2024-11-29,W45
Product 1315,648.0,2024-11-30,W45
Product 1315,86.4,2024-11-29,W45
Product 1952,43.2,2024-11-22,W45
Product 1952,216.0,2024-11-22,W45
Product 1952,43.2,2024-11-21,W45
Product 1952,129.6,2024-11-22,W45
Product 1952,345.6,2024-11-22,W45
Product 509,60.0,2024-11-21,W45
Product 509,60.0,2024-11-21,W45
Product 509,180.0,2024-11-16,W45
Product 509,120.0,2024-11-22,W45
Product 509,360.0,2024-11-23,W45
Product 509,60.0,2024-11-22,W45
Product 870,120.0,2024-11-16,W45
Product 870,600.0,2024-11-17,W45
Product 509,900.0,2024-11-16,W45
Product 509,720.0,2024-11-16,W45
Product 509,660.0,2024-11-22,W45
Product 509,360.0,2024-11-23,W45
Product 2321,72.0,2024-12-08,W45
Product 2321,72.0,2024-12-11,W45
Product 2323,144.0,2024-11-28,W45
Product 2323,72.0,2024-11-28,W45
Product 2323,72.0,2024-11-28,W45
Product 2323,72.0,2024-11-28,W45
Product 868,60.0,2024-11-22,W45
Product 868,300.0,2024-11-21,W45
Product 868,420.0,2024-11-21,W45
Product 868,180.0,2024-11-23,W45
Product 868,240.0,2024-11-22,W45
Product 240,264.0,2024-12-22,W45
Product 240,396.0,2024-12-22,W45
Product 240,132.0,2024-12-23,W45
Product 240,396.0,2024-12-22,W45
Product 240,132.0,2024-12-22,W45
Product 240,132.0,2024-12-23,W45
Product 14,2200.0,2024-11-22,W45
Product 14,1900.0,2024-11-22,W45
Product 411,570.24,2024-11-28,W45
Product 411,311.04,2024-11-29,W45
Product 411,51.84,2024-11-29,W45
Product 239,66.0,2024-12-15,W45
Product 239,66.0,2024-12-15,W45
Product 241,132.0,2024-12-18,W45
Product 241,396.0,2024-12-18,W45
Product 241,132.0,2024-12-18,W45
Product 241,396.0,2024-12-18,W45
Product 241,528.0,2024-12-18,W45
Product 241,396.0,2024-12-18,W45
Product 241,132.0,2024-12-19,W45
Product 241,660.0,2024-12-22,W45
Product 241,660.0,2024-12-22,W45
Product 241,132.0,2024-12-22,W45
Product 241,132.0,2024-12-22,W45
Product 241,396.0,2024-12-23,W45
Product 241,264.0,2024-12-22,W45
Product 241,264.0,2024-12-22,W45
Product 241,132.0,2024-12-23,W45
Product 241,264.0,2024-12-22,W45
Product 241,132.0,2024-12-23,W45
Product 241,132.0,2024-12-23,W45
Product 241,528.0,2024-12-23,W45
Product 241,528.0,2024-12-22,W45
Product 241,792.0,2024-12-22,W45
Product 241,1584.0,2024-11-25,W45
Product 240,198.0,2024-12-22,W45
Product 239,198.0,2024-12-22,W45
Product 6,100.0,2024-12-11,W45
Product 91,51.84,2024-12-12,W45
Product 15,96.0,2024-12-11,W45
Product 15,960.0,2024-12-08,W45
Product 15,192.0,2024-12-09,W45
Product 15,288.0,2024-12-08,W45
Product 15,192.0,2024-12-09,W45
Product 15,192.0,2024-12-14,W45
Product 15,192.0,2024-12-14,W45
Product 15,960.0,2024-12-14,W45
Product 15,480.0,2024-12-14,W45
Product 15,192.0,2024-12-14,W45
Product 356,103.68,2024-11-22,W45
Product 474,311.04,2024-12-11,W45
Product 474,103.68,2024-12-11,W45
Product 355,51.84,2024-11-11,W45
Product 355,259.2,2024-11-11,W45
Product 355,311.04,2024-11-11,W45
Product 356,207.36,2024-12-09,W45
Product 356,87.48,2024-12-09,W45
Product 13,1300.0,2024-12-04,W45
Product 13,2200.0,2024-12-04,W45
Product 3,300.0,2024-12-06,W45
Product 10,300.0,2024-12-11,W45
Product 1,100.0,2024-11-30,W45
Product 3,100.0,2024-11-30,W45
Product 10,100.0,2024-11-30,W45
Product 3,100.0,2024-12-12,W45
Product 1,100.0,2024-11-30,W45
Product 1,100.0,2024-11-30,W45
Product 1,400.0,2024-11-29,W45
Product 13,1800.0,2024-11-13,W45
Product 13,400.0,2024-11-13,W45
Product 14,1300.0,2024-11-22,W45
Product 14,2200.0,2024-11-22,W45
Product 13,400.0,2024-11-22,W45
Product 10,100.0,2024-12-06,W45
Product 10,100.0,2024-12-06,W45
Product 3,100.0,2024-12-09,W45
Product 3,100.0,2024-12-11,W45
Product 15,576.0,2024-12-14,W45
Product 15,192.0,2024-12-15,W45
Product 15,1152.0,2024-12-15,W45
Product 15,1152.0,2024-12-15,W45
Product 58,414.72,2024-12-22,W45
Product 366,103.68,2024-11-13,W45
Product 1539,259.2,2024-11-16,W45
Product 1539,388.8,2024-11-17,W45
Product 1539,138.24,2024-11-17,W45
Product 2323,72.0,2024-11-25,W45
Product 2323,144.0,2024-11-22,W45
Product 2323,360.0,2024-11-24,W45
Product 2323,72.0,2024-11-28,W45
Product 2323,216.0,2024-11-28,W45
Product 2323,432.0,2024-11-29,W45
Product 2133,552.96,2024-11-13,W45
Product 2133,92.16,2024-11-11,W45
Product 2133,276.48,2024-11-11,W45
Product 2133,92.16,2024-11-11,W45
Product 2133,92.16,2024-11-13,W45
Product 2134,368.64,2024-11-13,W45
Product 2134,276.48,2024-11-13,W45
Product 2134,138.24,2024-11-13,W45
Product 2134,46.08,2024-11-17,W45
Product 2134,92.16,2024-11-16,W45
Product 961,129.6,2024-11-20,W45
Product 961,43.2,2024-11-22,W45
Product 961,86.4,2024-11-18,W45
Product 961,129.6,2024-11-20,W45
Product 961,86.4,2024-11-18,W45
Product 961,561.6,2024-11-18,W45
Product 2321,72.0,2024-11-28,W45
Product 962,129.6,2024-11-16,W45
Product 962,129.6,2024-11-16,W45
Product 962,259.2,2024-11-16,W45
Product 962,43.2,2024-11-16,W45
Product 962,43.2,2024-11-16,W45
Product 962,43.2,2024-11-18,W45
Product 962,129.6,2024-11-16,W45
Product 2321,216.0,2024-12-06,W45
Product 962,43.2,2024-11-16,W45
Product 962,129.6,2024-11-16,W45
Product 962,259.2,2024-11-16,W45
Product 2323,72.0,2024-11-29,W45
Product 2323,144.0,2024-11-29,W45
Product 2323,216.0,2024-11-29,W45
Product 2321,144.0,2024-12-11,W45
Product 962,129.6,2024-11-17,W45
Product 962,129.6,2024-11-17,W45
Product 962,86.4,2024-11-17,W45
Product 962,43.2,2024-11-17,W45
Product 962,129.6,2024-11-16,W45
Product 962,216.0,2024-11-16,W45
Product 2321,144.0,2024-11-29,W45
Product 2321,72.0,2024-11-30,W45
Product 2321,72.0,2024-11-29,W45
Product 2321,72.0,2024-11-29,W45
Product 2323,216.0,2024-12-06,W45
Product 2323,144.0,2024-12-06,W45
Product 2323,216.0,2024-11-23,W45
Product 2323,72.0,2024-11-22,W45
Product 2323,216.0,2024-11-22,W45
Product 2323,72.0,2024-11-23,W45
Product 2323,144.0,2024-11-22,W45
Product 2323,72.0,2024-11-22,W45
Product 1475,78.0,2024-11-13,W45
Product 2033,43.2,2024-12-14,W45
Product 2131,43.2,2024-12-08,W45
Product 2127,43.2,2024-12-04,W45
Product 2127,86.4,2024-11-29,W45
Product 2131,86.4,2024-12-01,W45
Product 2033,388.8,2024-12-09,W45
Product 2033,648.0,2024-12-08,W45
Product 2127,216.0,2024-12-04,W45
Product 2033,475.2,2024-12-11,W45
Product 2132,368.64,2024-11-13,W45
Product 2132,1105.92,2024-11-13,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-16,W45
Product 2126,43.2,2024-11-29,W45
Product 2126,86.4,2024-11-29,W45
Product 2126,518.4,2024-11-29,W45
Product 2126,907.2,2024-12-04,W45
Product 2127,1425.6,2024-11-30,W45
Product 2127,172.8,2024-11-30,W45
Product 2131,820.8,2024-12-06,W45
Product 2131,518.4,2024-12-07,W45
Product 866,60.0,2024-11-22,W45
Product 508,120.0,2024-11-16,W45
Product 508,120.0,2024-11-16,W45
Product 508,180.0,2024-11-21,W45
Product 866,360.0,2024-11-22,W45
Product 866,180.0,2024-11-22,W45
Product 969,1296.0,2024-11-24,W45
Product 1285,43.2,2024-11-13,W45
Product 1281,43.2,2024-11-13,W45
Product 1216,86.4,2024-12-04,W45
Product 1216,43.2,2024-12-04,W45
Product 1216,216.0,2024-12-04,W45
Product 1216,172.8,2024-11-30,W45
Product 1216,129.6,2024-11-30,W45
Product 1216,388.8,2024-12-01,W45
Product 981,259.2,2024-11-22,W45
Product 981,86.4,2024-11-22,W45
Product 981,86.4,2024-11-23,W45
Product 981,86.4,2024-11-22,W45
Product 981,43.2,2024-11-24,W45
Product 1002,259.2,2024-12-15,W45
Product 981,43.2,2024-11-28,W45
Product 981,86.4,2024-11-28,W45
Product 981,43.2,2024-11-29,W45
Product 981,129.6,2024-11-29,W45
Product 981,86.4,2024-11-30,W45
Product 981,129.6,2024-11-29,W45
Product 981,43.2,2024-11-27,W45
Product 981,259.2,2024-11-27,W45
Product 981,259.2,2024-11-27,W45
Product 981,388.8,2024-11-27,W45
Product 1032,388.8,2024-12-18,W45
Product 1032,172.8,2024-12-15,W45
Product 1032,129.6,2024-12-15,W45
Product 1032,86.4,2024-12-15,W45
Product 1032,259.2,2024-12-15,W45
Product 1003,388.8,2024-12-15,W45
Product 1003,43.2,2024-12-15,W45
Product 1003,518.4,2024-12-15,W45
Product 1003,86.4,2024-12-15,W45
Product 865,180.0,2024-11-29,W45
Product 865,120.0,2024-11-29,W45
Product 1677,388.8,2024-12-15,W45
Product 1677,604.8,2024-12-15,W45
Product 1677,43.2,2024-12-15,W45
Product 1951,129.6,2024-12-13,W45
Product 1951,43.2,2024-12-14,W45
Product 1951,86.4,2024-12-15,W45
Product 1951,129.6,2024-12-15,W45
Product 1951,129.6,2024-12-14,W45
Product 1951,259.2,2024-12-15,W45
Product 673,0.36,2024-12-15,W45
Product 1707,43.2,2024-12-18,W45
Product 1606,43.2,2024-12-15,W45
Product 1606,43.2,2024-12-15,W45
Product 1500,86.4,2024-12-13,W45
Product 1500,129.6,2024-12-15,W45
Product 1349,1036.8,2024-12-12,W45
Product 1500,259.2,2024-12-15,W45
Product 1500,129.6,2024-12-15,W45
Product 1500,129.6,2024-12-15,W45
Product 1500,388.8,2024-12-15,W45
Product 1500,388.8,2024-12-15,W45
Product 1500,302.4,2024-12-15,W45
Product 1515,518.4,2024-12-22,W45
Product 1515,43.2,2024-12-22,W45
Product 1515,388.8,2024-12-22,W45
Product 1394,43.2,2024-11-13,W45
Product 1502,86.4,2024-11-30,W45
Product 1502,86.4,2024-12-04,W45
Product 1502,432.0,2024-12-05,W45
Product 1502,345.6,2024-12-06,W45
Product 1502,259.2,2024-12-06,W45
Product 1900,51.2,2024-11-11,W45
Product 1900,51.2,2024-11-13,W45
Product 1900,51.2,2024-11-13,W45
Product 1900,153.6,2024-11-13,W45
Product 1900,51.2,2024-11-11,W45
Product 905,129.6,2024-11-28,W45
Product 905,259.2,2024-11-28,W45
Product 905,129.6,2024-11-28,W45
Product 1708,129.6,2024-12-14,W45
Product 1708,129.6,2024-12-15,W45
Product 1708,388.8,2024-12-15,W45
Product 1708,345.6,2024-12-15,W45
Product 1708,43.2,2024-12-14,W45
Product 1707,432.0,2024-12-18,W45
Product 1707,604.8,2024-12-18,W45
Product 1086,129.6,2024-12-18,W45
Product 1086,1382.4,2024-12-19,W45
Product 905,129.6,2024-11-30,W45
Product 905,129.6,2024-12-01,W45
Product 905,259.2,2024-11-29,W45
Product 905,129.6,2024-11-29,W45
Product 905,86.4,2024-11-29,W45
Product 905,388.8,2024-11-29,W45
Product 1417,129.6,2024-12-18,W45
Product 1417,1036.8,2024-12-18,W45
Product 1606,122.4,2024-12-13,W45
Product 1606,129.6,2024-12-14,W45
Product 1606,93.6,2024-11-17,W45
Product 1606,604.8,2024-12-14,W45
Product 1417,43.2,2024-12-22,W45
Product 974,43.2,2024-11-27,W45
Product 974,86.4,2024-11-27,W45
Product 1947,86.4,2024-12-15,W45
Product 1947,302.4,2024-12-15,W45
Product 974,43.2,2024-11-24,W45
Product 974,86.4,2024-11-24,W45
Product 974,777.6,2024-11-24,W45
Product 2017,129.6,2024-11-28,W45
Product 2017,129.6,2024-11-28,W45
Product 2017,43.2,2024-12-01,W45
Product 2017,43.2,2024-12-02,W45
Product 2017,86.4,2024-12-07,W45
Product 1229,388.8,2024-12-15,W45
Product 1229,648.0,2024-12-15,W45
Product 988,259.2,2024-12-04,W45
Product 988,518.4,2024-11-29,W45
Product 988,129.6,2024-11-29,W45
Product 1271,2.1,2024-11-29,W45
Product 2304,0.63,2024-11-29,W45
Product 763,78.0,2024-11-13,W45
Product 763,234.0,2024-11-11,W45
Product 1766,21.6,2024-11-13,W45
Product 1766,129.6,2024-12-04,W45
Product 1766,259.2,2024-11-29,W45
Product 1766,43.2,2024-11-30,W45
Product 1766,280.8,2024-11-29,W45
Product 1766,43.2,2024-11-30,W45
Product 1766,216.0,2024-11-29,W45
Product 1766,64.8,2024-11-30,W45
Product 1766,194.4,2024-11-30,W45
Product 1766,324.0,2024-11-30,W45
Product 1766,324.0,2024-12-02,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,51.2,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-15,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-16,W45
Product 1931,25.6,2024-11-15,W45
Product 2316,72.0,2024-12-01,W45
Product 2126,388.8,2024-12-07,W45
Product 2126,129.6,2024-12-06,W45
Product 2126,43.2,2024-12-04,W45
Product 2126,43.2,2024-12-08,W45
Product 961,129.6,2024-11-18,W45
Product 2126,86.4,2024-11-30,W45
Product 2126,86.4,2024-11-30,W45
Product 961,302.4,2024-11-18,W45
Product 2316,72.0,2024-11-27,W45
Product 2316,72.0,2024-11-28,W45
Product 2316,216.0,2024-12-01,W45
Product 2316,216.0,2024-12-01,W45
Product 2316,216.0,2024-11-29,W45
Product 2316,216.0,2024-11-29,W45
Product 2126,259.2,2024-11-29,W45
Product 2126,432.0,2024-11-29,W45
Product 2133,46.08,2024-11-11,W45
Product 2133,138.24,2024-11-13,W45
Product 2133,46.08,2024-11-17,W45
Product 2316,216.0,2024-12-01,W45
Product 2316,648.0,2024-12-04,W45
Product 2316,216.0,2024-12-01,W45
Product 2133,92.16,2024-11-16,W45
Product 2316,216.0,2024-11-30,W45
Product 2316,144.0,2024-12-04,W45
Product 2316,216.0,2024-12-02,W45
Product 2133,138.24,2024-11-13,W45
Product 2133,1198.08,2024-11-13,W45
Product 2133,875.52,2024-11-13,W45
Product 2133,1198.08,2024-11-13,W45
Product 2133,1198.08,2024-11-13,W45
Product 961,259.2,2024-11-17,W45
Product 961,129.6,2024-11-17,W45
Product 961,129.6,2024-11-16,W45
Product 961,129.6,2024-11-16,W45
Product 961,43.2,2024-11-17,W45
Product 961,129.6,2024-11-17,W45
Product 961,259.2,2024-11-17,W45
Product 961,129.6,2024-11-16,W45
Product 961,259.2,2024-11-17,W45
Product 961,259.2,2024-11-16,W45
Product 961,259.2,2024-11-16,W45
Product 961,129.6,2024-11-17,W45
Product 961,259.2,2024-11-16,W45
Product 961,216.0,2024-11-17,W45
Product 2126,172.8,2024-12-01,W45
Product 2126,43.2,2024-12-01,W45
Product 2126,734.4,2024-12-01,W45
Product 2126,518.4,2024-12-01,W45
Product 2126,86.4,2024-12-04,W45
Product 962,129.6,2024-11-17,W45
Product 2127,216.0,2024-12-01,W45
Product 2127,345.6,2024-11-30,W45
Product 2127,388.8,2024-12-01,W45
Product 962,43.2,2024-11-17,W45
Product 962,129.6,2024-11-18,W45
Product 962,475.2,2024-11-18,W45
Product 2127,43.2,2024-12-01,W45
Product 2127,432.0,2024-12-01,W45
Product 2127,43.2,2024-11-30,W45
Product 2127,561.6,2024-11-30,W45
Product 2134,460.8,2024-11-13,W45
Product 2134,276.48,2024-12-14,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-16,W45
Product 2132,92.16,2024-11-17,W45
Product 2134,92.16,2024-12-14,W45
Product 2134,276.48,2024-12-12,W45
Product 2134,276.48,2024-12-12,W45
Product 2134,276.48,2024-12-12,W45
Product 2307,144.0,2024-11-30,W45
Product 508,540.0,2024-11-17,W45
Product 508,180.0,2024-11-16,W45
Product 2307,144.0,2024-12-06,W45
Product 2307,360.0,2024-12-05,W45
Product 2307,216.0,2024-12-06,W45
Product 508,360.0,2024-11-17,W45
Product 508,420.0,2024-11-16,W45
Product 767,156.0,2024-11-21,W45
Product 767,78.0,2024-11-21,W45
Product 2252,144.0,2024-11-13,W45
Product 2260,216.0,2024-11-16,W45
Product 2260,144.0,2024-11-16,W45
Product 2260,72.0,2024-11-16,W45
Product 2252,72.0,2024-11-13,W45
Product 2322,144.0,2024-11-22,W45
Product 2211,19.0,2024-11-13,W45
Product 2211,11.0,2024-11-13,W45
Product 2211,4.0,2024-11-13,W45
Product 2211,78.0,2024-11-13,W45
Product 2211,100.0,2024-11-13,W45
Product 2267,78.0,2024-12-11,W45
Product 2267,156.0,2024-12-06,W45
Product 2267,78.0,2024-12-06,W45
Product 774,78.0,2024-11-23,W45
Product 774,468.0,2024-11-22,W45
Product 2232,78.0,2024-11-16,W45
Product 2232,78.0,2024-11-16,W45
Product 2232,156.0,2024-11-22,W45
Product 2232,156.0,2024-11-22,W45
Product 5,100.0,2024-12-12,W45
Product 5,100.0,2024-12-02,W45
Product 5,200.0,2024-12-01,W45
Product 5,100.0,2024-12-04,W45
Product 5,100.0,2024-12-11,W45
Product 5,100.0,2024-12-11,W45
Product 2,100.0,2024-12-12,W45
Product 2,100.0,2024-12-12,W45
Product 2,100.0,2024-12-12,W45
Product 2,100.0,2024-12-13,W45
Product 315,103.68,2024-11-16,W45
Product 315,155.52,2024-11-13,W45
Product 315,466.56,2024-11-15,W45
Product 315,155.52,2024-11-15,W45
Product 367,103.68,2024-11-13,W45
Product 367,259.2,2024-11-11,W45
Product 297,1347.84,2024-11-13,W45
Product 140,43.2,2024-12-22,W45
Product 140,43.2,2024-12-22,W45
Product 140,129.6,2024-12-22,W45
Product 143,86.4,2024-12-22,W45
Product 1606,259.2,2024-12-14,W45
Product 1606,129.6,2024-12-18,W45
Product 1417,86.4,2024-12-22,W45
Product 1759,92.16,2024-11-13,W45
Product 1759,184.32,2024-11-13,W45
Product 1759,11.52,2024-11-21,W45
Product 1759,18.24,2024-11-21,W45
Product 1758,138.24,2024-11-28,W45
Product 1758,184.32,2024-11-28,W45
Product 1758,92.16,2024-11-27,W45
Product 1758,184.32,2024-11-27,W45
Product 1758,46.08,2024-11-28,W45
Product 1758,46.08,2024-12-01,W45
Product 1758,92.16,2024-11-29,W45
Product 1758,46.08,2024-11-29,W45
Product 1758,46.08,2024-11-29,W45
Product 1426,388.8,2024-12-23,W45
Product 1250,120.0,2024-12-01,W45
Product 1250,180.0,2024-11-29,W45
Product 1250,60.0,2024-11-30,W45
Product 1250,120.0,2024-11-29,W45
Product 1250,120.0,2024-11-30,W45
Product 865,120.0,2024-11-29,W45
Product 865,177.6,2024-12-01,W45
Product 865,360.0,2024-11-29,W45
Product 781,234.0,2024-11-23,W45
Product 960,43.2,2024-11-13,W45
Product 960,43.2,2024-11-13,W45
Product 960,86.4,2024-11-21,W45
Product 960,43.2,2024-11-20,W45
Product 960,129.6,2024-11-18,W45
Product 2056,259.2,2024-11-29,W45
Product 2056,86.4,2024-12-07,W45
Product 2056,86.4,2024-12-09,W45
Product 960,345.6,2024-11-13,W45
Product 960,86.4,2024-11-13,W45
Product 2056,216.0,2024-12-07,W45
Product 2056,259.2,2024-12-06,W45
Product 2056,518.4,2024-11-29,W45
Product 2056,86.4,2024-11-29,W45
Product 2056,129.6,2024-11-29,W45
Product 781,156.0,2024-11-29,W45
Product 781,312.0,2024-11-29,W45
Product 781,234.0,2024-11-29,W45
Product 2192,78.0,2024-11-16,W45
Product 2192,78.0,2024-11-16,W45
Product 1204,86.4,2024-11-13,W45
Product 1204,86.4,2024-11-17,W45
Product 1204,345.6,2024-11-16,W45
Product 1847,43.2,2024-11-17,W45
Product 1847,129.6,2024-11-17,W45
Product 1852,64.8,2024-12-07,W45
Product 1852,194.4,2024-12-09,W45
Product 1852,43.2,2024-12-07,W45
Product 1852,64.8,2024-12-08,W45
Product 1852,64.8,2024-12-08,W45
Product 1935,43.2,2024-12-08,W45
Product 1935,43.2,2024-12-09,W45
Product 1935,259.2,2024-12-11,W45
Product 1852,43.2,2024-12-06,W45
Product 1852,43.2,2024-12-06,W45
Product 1852,43.2,2024-12-06,W45
Product 1852,129.6,2024-12-11,W45
Product 1852,129.6,2024-12-07,W45
Product 1847,604.8,2024-11-13,W45
Product 1852,194.4,2024-12-09,W45
Product 1852,194.4,2024-12-11,W45
Product 1852,345.6,2024-12-09,W45
Product 1852,194.4,2024-12-08,W45
Product 1852,64.8,2024-12-09,W45
Product 1847,64.8,2024-11-13,W45
Product 1847,64.8,2024-11-16,W45
