productId,quantity,weekId,year
prod-JB-4345,1545,1,2020
prod-YR-9952,4558,1,2020
prod-MY-2833,2588,1,2020
prod-RM-2726,8286,1,2020
prod-TL-5902,-2267,1,2020
prod-QX-2308,6237,1,2020
prod-VF-5379,5331,1,2020
prod-MR-5626,-2450,1,2020
prod-FS-1806,-2784,1,2020
prod-PA-5742,4025,1,2020
prod-JB-9607,204,1,2020
prod-QE-5374,1145,1,2020
prod-CV-4991,-4781,1,2020
prod-TJ-7970,8009,1,2020
prod-SD-2913,9506,1,2020
prod-JO-0079,2443,1,2020
prod-SY-8904,474,1,2020
prod-JP-3206,-779,1,2020
prod-VY-8385,6225,1,2020
prod-HU-4122,-462,1,2020
prod-GP-1744,-683,1,2020
prod-TK-5883,-3740,1,2020
prod-PQ-8179,-1086,1,2020
prod-ZK-7351,4988,1,2020
prod-MP-4483,4839,1,2020
prod-TT-2752,-3367,1,2020
prod-TR-4162,-4751,1,2020
prod-CL-0085,-3123,1,2020
prod-NY-9725,-415,1,2020
prod-IT-7861,-3512,1,2020
prod-OV-4798,6897,1,2020
prod-CS-9024,9000,1,2020
prod-AI-0682,9023,1,2020
prod-QV-9115,7644,1,2020
prod-EU-7056,8343,1,2020
prod-CJ-3238,8832,1,2020
prod-PG-7396,1156,1,2020
prod-QZ-6672,1728,1,2020
prod-GZ-7296,1934,1,2020
prod-GE-4471,9727,1,2020
prod-WO-7886,-316,1,2020
prod-DF-7326,3587,1,2020
prod-PL-1107,2044,1,2020
prod-ZF-8638,6057,1,2020
prod-IN-8711,8987,1,2020
prod-BK-4342,-4568,1,2020
prod-ID-7998,-3717,1,2020
prod-DQ-2333,9279,1,2020
prod-GL-8457,1113,1,2020
prod-RK-3379,507,1,2020
prod-FU-3284,-197,1,2020
prod-BM-8544,6171,1,2020
prod-NN-1455,487,1,2020
prod-WO-7542,941,1,2020
prod-KB-7839,-1259,1,2020
prod-FI-3614,-2254,1,2020
prod-UP-0538,-1172,1,2020
prod-RQ-5469,7977,1,2020
prod-EO-9307,-1214,1,2020
prod-GL-6166,-4343,1,2020
prod-XG-2177,-365,1,2020
prod-DO-5533,-1331,1,2020
prod-JD-7446,9588,1,2020
prod-PY-8713,-1917,1,2020
prod-UG-9795,7754,1,2020
prod-DF-8293,1579,1,2020
prod-BA-5878,7572,1,2020
prod-FF-5213,4911,1,2020
prod-PV-8709,8342,1,2020
prod-ZN-3781,4411,1,2020
prod-DZ-3471,3421,1,2020
prod-WM-8339,-756,1,2020
prod-LT-9676,4079,1,2020
prod-ZB-7367,-2904,1,2020
prod-OX-3521,1326,1,2020
prod-DS-4693,3970,1,2020
prod-HV-7769,6629,1,2020
prod-RW-6810,-2000,1,2020
prod-WU-5386,-382,1,2020
prod-HC-9787,5719,1,2020
prod-KN-7983,6996,1,2020
prod-MW-6417,9239,1,2020
prod-RU-1176,1462,1,2020
prod-VQ-1813,713,1,2020
prod-GB-5971,-3304,1,2020
prod-DT-0194,-1742,1,2020
prod-VM-9822,7613,1,2020
prod-JY-9694,-4919,1,2020
prod-YF-5159,458,1,2020
prod-DP-6348,4562,1,2020
prod-XA-3457,-829,1,2020
prod-GE-7676,7424,1,2020
prod-QZ-5145,-1626,1,2020
prod-GW-3685,-4229,1,2020
prod-TC-9891,7094,1,2020
prod-FC-6978,5611,1,2020
prod-JL-1233,-1399,1,2020
prod-SQ-3059,4413,1,2020
prod-XN-6850,-3813,1,2020
prod-AH-5651,4204,1,2020
prod-UC-7554,8525,1,2020
prod-AZ-1055,-3462,1,2020
prod-ZS-3468,9144,1,2020
prod-RO-5944,-4745,1,2020
prod-UQ-5884,4930,1,2020
prod-IA-0770,8986,1,2020
prod-HD-8474,7087,1,2020
prod-KL-0810,2414,1,2020
prod-QQ-1218,431,1,2020
prod-TP-3741,5768,1,2020
prod-WT-1580,-539,1,2020
prod-GX-3093,2217,1,2020
prod-QE-0466,4651,1,2020
prod-AN-6950,2006,1,2020
prod-GT-8690,9855,1,2020
prod-VA-9951,3052,1,2020
prod-HG-2219,-4298,1,2020
prod-UO-5951,7373,1,2020
prod-CY-6011,752,1,2020
prod-VG-5592,-883,1,2020
prod-SJ-9732,9515,1,2020
prod-II-6929,-2009,1,2020
prod-AS-2725,3424,1,2020
prod-LH-7719,-3615,1,2020
prod-PE-6949,1455,1,2020
prod-SF-8935,3169,1,2020
prod-NL-4580,670,1,2020
prod-EM-1009,7067,1,2020
prod-GR-6870,3344,1,2020
prod-KG-8739,4217,1,2020
prod-IG-4995,5746,1,2020
prod-ZQ-1478,-4637,1,2020
prod-YA-0464,2138,1,2020
prod-RF-8309,-16,1,2020
prod-GV-0080,5115,1,2020
prod-OL-7357,620,1,2020
prod-VJ-1399,1923,1,2020
prod-XS-2568,-4154,1,2020
prod-RW-3321,6940,1,2020
prod-BL-6419,-2063,1,2020
prod-NN-9389,6793,1,2020
prod-TL-9779,2638,1,2020
prod-GP-7396,9224,1,2020
prod-BY-0062,9626,1,2020
