productId,quantity,weekId,year
prod-JB-4345,2415,1,2020
prod-YR-9952,3871,1,2020
prod-MY-2833,750,1,2020
prod-RM-2726,4002,1,2020
prod-TL-5902,7109,1,2020
prod-QX-2308,9744,1,2020
prod-VF-5379,5171,1,2020
prod-MR-5626,9532,1,2020
prod-FS-1806,4258,1,2020
prod-PA-5742,4501,1,2020
prod-JB-9607,9227,1,2020
prod-QE-5374,829,1,2020
prod-CV-4991,2024,1,2020
prod-TJ-7970,801,1,2020
prod-SD-2913,7738,1,2020
prod-JO-0079,3381,1,2020
prod-SY-8904,3444,1,2020
prod-JP-3206,8395,1,2020
prod-VY-8385,388,1,2020
prod-HU-4122,4878,1,2020
prod-GP-1744,8768,1,2020
prod-TK-5883,774,1,2020
prod-PQ-8179,8198,1,2020
prod-ZK-7351,8734,1,2020
prod-MP-4483,4733,1,2020
prod-TT-2752,6209,1,2020
prod-TR-4162,733,1,2020
prod-CL-0085,8412,1,2020
prod-NY-9725,4782,1,2020
prod-IT-7861,5742,1,2020
prod-OV-4798,6830,1,2020
prod-CS-9024,4473,1,2020
prod-AI-0682,984,1,2020
prod-QV-9115,181,1,2020
prod-EU-7056,2367,1,2020
prod-CJ-3238,3315,1,2020
prod-PG-7396,3513,1,2020
prod-QZ-6672,67,1,2020
prod-GZ-7296,348,1,2020
prod-GE-4471,7065,1,2020
prod-WO-7886,7268,1,2020
prod-DF-7326,9158,1,2020
prod-PL-1107,854,1,2020
prod-ZF-8638,516,1,2020
prod-IN-8711,2062,1,2020
prod-BK-4342,8179,1,2020
prod-ID-7998,6748,1,2020
prod-DQ-2333,6543,1,2020
prod-GL-8457,6973,1,2020
prod-RK-3379,8110,1,2020
prod-FU-3284,654,1,2020
prod-BM-8544,7090,1,2020
prod-NN-1455,1173,1,2020
prod-WO-7542,2048,1,2020
prod-KB-7839,9379,1,2020
prod-FI-3614,4889,1,2020
prod-UP-0538,42,1,2020
prod-RQ-5469,3750,1,2020
prod-EO-9307,7990,1,2020
prod-GL-6166,8284,1,2020
prod-XG-2177,6954,1,2020
prod-DO-5533,6056,1,2020
prod-JD-7446,7643,1,2020
prod-PY-8713,8786,1,2020
prod-UG-9795,7124,1,2020
prod-DF-8293,8355,1,2020
prod-BA-5878,9655,1,2020
prod-FF-5213,7171,1,2020
prod-PV-8709,9875,1,2020
