productId,quantity,weekId,year,ETA
prod-JB-4345,114,1,2025,29.01.2025
prod-YR-9952,141,1,2025,26.02.2025
prod-MY-2833,122,1,2025,15.01.2025
prod-RM-2726,178,1,2025,22.01.2025
prod-TL-5902,111,1,2025,29.01.2025
prod-QX-2308,130,1,2025,26.02.2025
prod-VF-5379,50,1,2025,29.01.2025
prod-MR-5626,186,1,2025,01.01.2025
prod-FS-1806,94,1,2025,22.01.2025
prod-PA-5742,34,1,2025,12.02.2025
prod-JB-9607,187,1,2025,15.01.2025
prod-QE-5374,76,1,2025,12.02.2025
prod-CV-4991,118,1,2025,05.02.2025
prod-TJ-7970,145,1,2025,26.02.2025
prod-SD-2913,4,1,2025,19.02.2025
prod-JO-0079,173,1,2025,12.02.2025
prod-SY-8904,112,1,2025,08.01.2025
prod-JP-3206,46,1,2025,26.02.2025
prod-VY-8385,191,1,2025,15.01.2025
prod-HU-4122,16,1,2025,19.02.2025
prod-GP-1744,56,1,2025,12.02.2025
prod-TK-5883,87,1,2025,29.01.2025
prod-PQ-8179,135,1,2025,26.02.2025
prod-ZK-7351,150,1,2025,29.01.2025
prod-MP-4483,144,1,2025,19.02.2025
prod-TT-2752,102,1,2025,26.02.2025
prod-TR-4162,153,1,2025,19.02.2025
prod-CL-0085,112,1,2025,29.01.2025
prod-NY-9725,96,1,2025,26.02.2025
prod-IT-7861,85,1,2025,26.02.2025
prod-OV-4798,182,1,2025,05.02.2025
prod-CS-9024,133,1,2025,22.01.2025
prod-AI-0682,181,1,2025,08.01.2025
prod-QV-9115,93,1,2025,26.02.2025
prod-EU-7056,66,1,2025,01.01.2025
prod-CJ-3238,60,1,2025,05.02.2025
prod-PG-7396,153,1,2025,26.02.2025
prod-QZ-6672,158,1,2025,12.02.2025
prod-GZ-7296,115,1,2025,29.01.2025
prod-GE-4471,18,1,2025,26.02.2025
prod-WO-7886,128,1,2025,15.01.2025
prod-DF-7326,64,1,2025,01.01.2025
prod-PL-1107,194,1,2025,05.02.2025
prod-ZF-8638,76,1,2025,12.02.2025
prod-IN-8711,158,1,2025,12.02.2025
prod-BK-4342,115,1,2025,22.01.2025
prod-ID-7998,43,1,2025,26.02.2025
prod-DQ-2333,187,1,2025,22.01.2025
prod-GL-8457,61,1,2025,12.02.2025
prod-RK-3379,143,1,2025,05.02.2025
prod-FU-3284,145,1,2025,19.02.2025
prod-BM-8544,164,1,2025,08.01.2025
prod-NN-1455,115,1,2025,26.02.2025
prod-WO-7542,67,1,2025,05.02.2025
prod-KB-7839,199,1,2025,15.01.2025
prod-FI-3614,3,1,2025,05.02.2025
prod-UP-0538,75,1,2025,22.01.2025
prod-RQ-5469,68,1,2025,08.01.2025
prod-EO-9307,154,1,2025,22.01.2025
prod-GL-6166,115,1,2025,01.01.2025
prod-XG-2177,65,1,2025,08.01.2025
prod-DO-5533,142,1,2025,29.01.2025
prod-JD-7446,127,1,2025,01.01.2025
prod-PY-8713,112,1,2025,19.02.2025
prod-UG-9795,133,1,2025,15.01.2025
prod-DF-8293,76,1,2025,15.01.2025
prod-BA-5878,47,1,2025,19.02.2025
prod-FF-5213,174,1,2025,19.02.2025
prod-PV-8709,136,1,2025,22.01.2025
prod-ZN-3781,37,1,2025,19.02.2025
prod-DZ-3471,92,1,2025,29.01.2025
prod-WM-8339,165,1,2025,05.02.2025
prod-LT-9676,131,1,2025,12.02.2025
prod-ZB-7367,35,1,2025,08.01.2025
prod-OX-3521,179,1,2025,12.02.2025
prod-DS-4693,183,1,2025,01.01.2025
prod-HV-7769,74,1,2025,22.01.2025
prod-RW-6810,129,1,2025,22.01.2025
prod-WU-5386,166,1,2025,01.01.2025
prod-HC-9787,187,1,2025,08.01.2025
prod-KN-7983,68,1,2025,12.02.2025
prod-MW-6417,66,1,2025,29.01.2025
prod-RU-1176,49,1,2025,19.02.2025
prod-VQ-1813,60,1,2025,19.02.2025
prod-GB-5971,63,1,2025,29.01.2025
prod-DT-0194,76,1,2025,15.01.2025
prod-VM-9822,42,1,2025,12.02.2025
prod-JY-9694,60,1,2025,05.02.2025
prod-YF-5159,96,1,2025,01.01.2025
prod-DP-6348,54,1,2025,12.02.2025
prod-XA-3457,3,1,2025,29.01.2025
prod-GE-7676,124,1,2025,12.02.2025
prod-QZ-5145,16,1,2025,08.01.2025
prod-GW-3685,68,1,2025,29.01.2025
prod-TC-9891,188,1,2025,29.01.2025
prod-FC-6978,130,1,2025,29.01.2025
prod-JL-1233,29,1,2025,15.01.2025
prod-SQ-3059,186,1,2025,08.01.2025
