productId,quantity,weekId,year
prod-JB-4345,-4014,1,2025
prod-YR-9952,6512,1,2025
prod-MY-2833,3740,1,2025
prod-RM-2726,5332,1,2025
prod-TL-5902,-3243,1,2025
prod-QX-2308,8446,1,2025
prod-VF-5379,-3004,1,2025
prod-MR-5626,-4874,1,2025
prod-FS-1806,2902,1,2025
prod-PA-5742,4097,1,2025
prod-JB-9607,-980,1,2025
prod-QE-5374,2056,1,2025
prod-CV-4991,429,1,2025
prod-TJ-7970,-1680,1,2025
prod-SD-2913,7492,1,2025
prod-JO-0079,-2941,1,2025
prod-SY-8904,-1047,1,2025
prod-JP-3206,9761,1,2025
prod-VY-8385,3101,1,2025
prod-HU-4122,9518,1,2025
prod-GP-1744,542,1,2025
prod-TK-5883,236,1,2025
prod-PQ-8179,2768,1,2025
prod-ZK-7351,7669,1,2025
prod-MP-4483,5752,1,2025
prod-TT-2752,40,1,2025
prod-TR-4162,-951,1,2025
prod-CL-0085,6997,1,2025
prod-NY-9725,-4666,1,2025
prod-IT-7861,5503,1,2025
prod-OV-4798,9733,1,2025
prod-CS-9024,3035,1,2025
prod-AI-0682,1349,1,2025
prod-QV-9115,-633,1,2025
prod-EU-7056,-1835,1,2025
prod-CJ-3238,4737,1,2025
prod-PG-7396,5978,1,2025
prod-QZ-6672,9769,1,2025
prod-GZ-7296,6212,1,2025
prod-GE-4471,3677,1,2025
prod-WO-7886,170,1,2025
prod-DF-7326,6946,1,2025
prod-PL-1107,3036,1,2025
prod-ZF-8638,-4375,1,2025
prod-IN-8711,5419,1,2025
prod-BK-4342,3178,1,2025
prod-ID-7998,2156,1,2025
prod-DQ-2333,1932,1,2025
prod-GL-8457,-950,1,2025
prod-RK-3379,9162,1,2025
prod-FU-3284,-3984,1,2025
prod-BM-8544,39,1,2025
prod-NN-1455,8438,1,2025
prod-WO-7542,586,1,2025
prod-KB-7839,-4690,1,2025
prod-FI-3614,-1431,1,2025
prod-UP-0538,8078,1,2025
prod-RQ-5469,3130,1,2025
prod-EO-9307,6886,1,2025
prod-GL-6166,7383,1,2025
prod-XG-2177,3727,1,2025
prod-DO-5533,6032,1,2025
prod-JD-7446,2491,1,2025
prod-PY-8713,9004,1,2025
prod-UG-9795,-4793,1,2025
prod-DF-8293,721,1,2025
prod-BA-5878,6557,1,2025
prod-FF-5213,7653,1,2025
prod-PV-8709,-901,1,2025
prod-ZN-3781,242,1,2025
prod-DZ-3471,4389,1,2025
prod-WM-8339,5357,1,2025
prod-LT-9676,-2175,1,2025
prod-ZB-7367,-1115,1,2025
prod-OX-3521,-75,1,2025
prod-DS-4693,-2989,1,2025
prod-HV-7769,3663,1,2025
prod-RW-6810,3690,1,2025
prod-WU-5386,-4877,1,2025
prod-HC-9787,2903,1,2025
prod-KN-7983,-4696,1,2025
prod-MW-6417,3106,1,2025
prod-RU-1176,-1813,1,2025
prod-VQ-1813,-3886,1,2025
prod-GB-5971,7404,1,2025
prod-DT-0194,-4327,1,2025
prod-VM-9822,-3426,1,2025
prod-JY-9694,-3333,1,2025
prod-YF-5159,2345,1,2025
prod-DP-6348,-1491,1,2025
prod-XA-3457,81,1,2025
prod-GE-7676,6068,1,2025
prod-QZ-5145,9949,1,2025
prod-GW-3685,-1317,1,2025
prod-TC-9891,2438,1,2025
prod-FC-6978,-1387,1,2025
prod-JL-1233,-225,1,2025
prod-SQ-3059,1063,1,2025
prod-XN-6850,5872,1,2025
prod-AH-5651,7278,1,2025
prod-UC-7554,-2487,1,2025
prod-AZ-1055,7078,1,2025
prod-ZS-3468,2051,1,2025
prod-RO-5944,-862,1,2025
prod-UQ-5884,6608,1,2025
prod-IA-0770,2391,1,2025
prod-HD-8474,-4489,1,2025
prod-KL-0810,-15,1,2025
prod-QQ-1218,-4693,1,2025
prod-TP-3741,8812,1,2025
prod-WT-1580,8474,1,2025
prod-GX-3093,3516,1,2025
prod-QE-0466,-207,1,2025
prod-AN-6950,9576,1,2025
prod-GT-8690,-1093,1,2025
prod-VA-9951,1742,1,2025
prod-HG-2219,4935,1,2025
prod-UO-5951,4411,1,2025
prod-CY-6011,7393,1,2025
prod-VG-5592,-3556,1,2025
prod-SJ-9732,7644,1,2025
prod-II-6929,5511,1,2025
prod-AS-2725,8959,1,2025
prod-LH-7719,-2510,1,2025
prod-PE-6949,3631,1,2025
prod-SF-8935,-3110,1,2025
prod-NL-4580,241,1,2025
prod-EM-1009,7476,1,2025
prod-GR-6870,-2596,1,2025
prod-KG-8739,-4331,1,2025
prod-IG-4995,2779,1,2025
prod-ZQ-1478,4022,1,2025
prod-YA-0464,-4878,1,2025
prod-RF-8309,-1064,1,2025
prod-GV-0080,-4239,1,2025
prod-OL-7357,8421,1,2025
prod-VJ-1399,8917,1,2025
prod-XS-2568,-470,1,2025
prod-RW-3321,8925,1,2025
prod-BL-6419,5138,1,2025
prod-NN-9389,5118,1,2025
prod-TL-9779,6150,1,2025
prod-GP-7396,7649,1,2025
prod-BY-0062,6795,1,2025
prod-XP-0644,178,1,2025
prod-SF-1346,4499,1,2025
prod-EL-5697,9375,1,2025
prod-CH-5820,-4068,1,2025
prod-AK-9721,2560,1,2025
prod-WV-5826,8045,1,2025
prod-LA-9529,-3300,1,2025
prod-BJ-4607,4430,1,2025
prod-FT-5796,-976,1,2025
prod-PE-2090,-1153,1,2025
prod-HA-4447,7868,1,2025
prod-UY-5817,1794,1,2025
prod-TN-3912,-3969,1,2025
prod-FD-4373,-1979,1,2025
prod-EH-5478,3005,1,2025
prod-IK-9801,-561,1,2025
prod-NY-9246,-1200,1,2025
prod-QU-2537,4062,1,2025
prod-BG-1400,4755,1,2025
prod-WI-4860,9357,1,2025
prod-GA-9261,-1430,1,2025
prod-LC-1682,-2967,1,2025
prod-CS-0377,8731,1,2025
prod-KK-2365,7897,1,2025
prod-UZ-8217,8629,1,2025
prod-CD-5611,3432,1,2025
prod-OB-7565,946,1,2025
prod-CP-4431,5134,1,2025
prod-IJ-0890,7891,1,2025
prod-YH-7675,6159,1,2025
prod-UW-5762,6154,1,2025
prod-WJ-5439,2629,1,2025
prod-BV-2929,2379,1,2025
prod-QM-9703,9163,1,2025
prod-WZ-7689,1902,1,2025
prod-KP-1656,-3381,1,2025
prod-RM-4274,200,1,2025
prod-FB-5592,8314,1,2025
prod-WV-5376,122,1,2025
prod-NT-5755,-1616,1,2025
prod-QL-0635,-4854,1,2025
prod-BQ-8524,836,1,2025
prod-ZW-1274,2991,1,2025
prod-TU-4379,-674,1,2025
prod-QG-1179,4053,1,2025
prod-BB-4740,-183,1,2025
prod-VM-6483,6966,1,2025
prod-IR-6317,-610,1,2025
prod-KB-8277,9392,1,2025
prod-DK-5628,-3671,1,2025
prod-IA-9798,-3637,1,2025
prod-XH-6185,1482,1,2025
prod-FM-7604,6604,1,2025
prod-HL-4090,3088,1,2025
prod-BS-7191,5446,1,2025
prod-ND-3310,5325,1,2025
