productId,quantity,weekId,year
prod-JB-4345,299,1,2025
prod-YR-9952,1679,1,2025
prod-MY-2833,7241,1,2025
prod-RM-2726,651,1,2025
prod-TL-5902,2109,1,2025
prod-QX-2308,9418,1,2025
prod-VF-5379,9728,1,2025
prod-MR-5626,4011,1,2025
prod-FS-1806,5924,1,2025
prod-PA-5742,6121,1,2025
prod-JB-9607,9416,1,2025
prod-QE-5374,8134,1,2025
prod-CV-4991,9485,1,2025
prod-TJ-7970,1623,1,2025
prod-SD-2913,3016,1,2025
prod-JO-0079,9861,1,2025
prod-SY-8904,7957,1,2025
prod-JP-3206,6824,1,2025
prod-VY-8385,5543,1,2025
prod-HU-4122,1762,1,2025
prod-GP-1744,3785,1,2025
prod-TK-5883,1919,1,2025
prod-PQ-8179,9330,1,2025
prod-ZK-7351,41,1,2025
prod-MP-4483,559,1,2025
prod-TT-2752,9106,1,2025
prod-TR-4162,6855,1,2025
prod-CL-0085,7494,1,2025
prod-NY-9725,7065,1,2025
prod-IT-7861,4309,1,2025
prod-OV-4798,3445,1,2025
prod-CS-9024,2993,1,2025
prod-AI-0682,968,1,2025
prod-QV-9115,6910,1,2025
prod-EU-7056,8372,1,2025
prod-CJ-3238,8798,1,2025
prod-PG-7396,6274,1,2025
prod-QZ-6672,8946,1,2025
prod-GZ-7296,3741,1,2025
prod-GE-4471,1589,1,2025
prod-WO-7886,8340,1,2025
prod-DF-7326,7086,1,2025
prod-PL-1107,435,1,2025
prod-ZF-8638,1712,1,2025
prod-IN-8711,3241,1,2025
prod-BK-4342,8544,1,2025
prod-ID-7998,4305,1,2025
prod-DQ-2333,872,1,2025
prod-GL-8457,3898,1,2025
prod-RK-3379,9325,1,2025
prod-FU-3284,385,1,2025
prod-BM-8544,5044,1,2025
prod-NN-1455,2103,1,2025
prod-WO-7542,6770,1,2025
prod-KB-7839,3704,1,2025
prod-FI-3614,5957,1,2025
prod-UP-0538,8557,1,2025
prod-RQ-5469,7334,1,2025
prod-EO-9307,5091,1,2025
prod-GL-6166,3499,1,2025
prod-XG-2177,2110,1,2025
prod-DO-5533,3187,1,2025
prod-JD-7446,1246,1,2025
prod-PY-8713,9524,1,2025
prod-UG-9795,8590,1,2025
prod-DF-8293,9180,1,2025
prod-BA-5878,9264,1,2025
prod-FF-5213,1246,1,2025
prod-PV-8709,4546,1,2025
prod-ZN-3781,4668,1,2025
prod-DZ-3471,7052,1,2025
prod-WM-8339,1497,1,2025
prod-LT-9676,36,1,2025
prod-ZB-7367,6654,1,2025
prod-OX-3521,6522,1,2025
prod-DS-4693,4647,1,2025
prod-HV-7769,9608,1,2025
prod-RW-6810,3270,1,2025
prod-WU-5386,909,1,2025
prod-HC-9787,7664,1,2025
prod-KN-7983,2737,1,2025
prod-MW-6417,3285,1,2025
prod-RU-1176,8478,1,2025
prod-VQ-1813,3113,1,2025
prod-GB-5971,8966,1,2025
prod-DT-0194,2699,1,2025
prod-VM-9822,1037,1,2025
prod-JY-9694,7000,1,2025
prod-YF-5159,1253,1,2025
prod-DP-6348,3945,1,2025
prod-XA-3457,2324,1,2025
prod-GE-7676,7726,1,2025
prod-QZ-5145,9604,1,2025
prod-GW-3685,2283,1,2025
prod-TC-9891,6280,1,2025
prod-FC-6978,2400,1,2025
prod-JL-1233,9885,1,2025
prod-SQ-3059,2798,1,2025
prod-XN-6850,3928,1,2025
prod-AH-5651,4154,1,2025
prod-UC-7554,1726,1,2025
prod-AZ-1055,8230,1,2025
prod-ZS-3468,6676,1,2025
prod-RO-5944,5636,1,2025
prod-UQ-5884,8365,1,2025
prod-IA-0770,4379,1,2025
prod-HD-8474,3271,1,2025
prod-KL-0810,7560,1,2025
prod-QQ-1218,810,1,2025
prod-TP-3741,2342,1,2025
prod-WT-1580,1208,1,2025
prod-GX-3093,5219,1,2025
prod-QE-0466,7620,1,2025
prod-AN-6950,2732,1,2025
prod-GT-8690,3630,1,2025
prod-VA-9951,5197,1,2025
prod-HG-2219,2330,1,2025
prod-UO-5951,9581,1,2025
prod-CY-6011,1892,1,2025
prod-VG-5592,1690,1,2025
prod-SJ-9732,8713,1,2025
prod-II-6929,6206,1,2025
prod-AS-2725,6614,1,2025
prod-LH-7719,5306,1,2025
prod-PE-6949,2353,1,2025
prod-SF-8935,8782,1,2025
prod-NL-4580,9369,1,2025
prod-EM-1009,3676,1,2025
prod-GR-6870,8702,1,2025
prod-KG-8739,3051,1,2025
prod-IG-4995,3056,1,2025
prod-ZQ-1478,551,1,2025
prod-YA-0464,4600,1,2025
prod-RF-8309,3528,1,2025
prod-GV-0080,5923,1,2025
prod-OL-7357,8742,1,2025
prod-VJ-1399,7493,1,2025
prod-XS-2568,1912,1,2025
prod-RW-3321,9367,1,2025
prod-BL-6419,1319,1,2025
prod-NN-9389,8238,1,2025
prod-TL-9779,6336,1,2025
prod-GP-7396,8901,1,2025
prod-BY-0062,4766,1,2025
prod-XP-0644,6025,1,2025
prod-SF-1346,1289,1,2025
prod-EL-5697,8000,1,2025
prod-CH-5820,4795,1,2025
prod-AK-9721,697,1,2025
prod-WV-5826,564,1,2025
prod-LA-9529,6059,1,2025
prod-BJ-4607,1212,1,2025
prod-FT-5796,5549,1,2025
prod-PE-2090,5380,1,2025
prod-HA-4447,6145,1,2025
prod-UY-5817,1418,1,2025
prod-TN-3912,6266,1,2025
prod-FD-4373,1056,1,2025
prod-EH-5478,3726,1,2025
prod-IK-9801,7622,1,2025
prod-NY-9246,2659,1,2025
prod-QU-2537,5589,1,2025
prod-BG-1400,3069,1,2025
prod-WI-4860,3739,1,2025
prod-GA-9261,9706,1,2025
prod-LC-1682,8426,1,2025
prod-CS-0377,8567,1,2025
prod-KK-2365,7220,1,2025
prod-UZ-8217,679,1,2025
prod-CD-5611,4226,1,2025
prod-OB-7565,5319,1,2025
prod-CP-4431,7671,1,2025
prod-IJ-0890,1288,1,2025
prod-YH-7675,5289,1,2025
prod-UW-5762,337,1,2025
prod-WJ-5439,3989,1,2025
prod-BV-2929,8258,1,2025
prod-QM-9703,1326,1,2025
prod-WZ-7689,7560,1,2025
prod-KP-1656,8456,1,2025
prod-RM-4274,3428,1,2025
prod-FB-5592,721,1,2025
prod-WV-5376,3737,1,2025
prod-NT-5755,6,1,2025
prod-QL-0635,4945,1,2025
prod-BQ-8524,3033,1,2025
prod-ZW-1274,1960,1,2025
prod-TU-4379,252,1,2025
prod-QG-1179,8064,1,2025
prod-BB-4740,2697,1,2025
prod-VM-6483,125,1,2025
prod-IR-6317,8635,1,2025
prod-KB-8277,6715,1,2025
prod-DK-5628,7950,1,2025
prod-IA-9798,9219,1,2025
prod-XH-6185,4677,1,2025
prod-FM-7604,7060,1,2025
prod-HL-4090,2111,1,2025
prod-BS-7191,1100,1,2025
prod-ND-3310,1022,1,2025
